Text,Sentiment,Source,Date/Time,User ID,Location,Confidence Score,Product/Service,Category,Rating,Response Time (mins),Resolution Status,Cleaned_Text,Processed_Text
Response time could be better.,Neutral,Yelp,2023-09-05 08:59:00,user10352,Toronto,0.93,Customer Portal,Usability,5,16,Resolved,response time could be better,response time could better
Received wrong item.,Negative,Email,2023-06-21 14:08:00,user10354,Sydney,0.77,Customer Portal,Customer Support,4,58,Pending,received wrong item,received wrong item
"Terrible experience, very disappointed.",Negative,Twitter,2023-06-13 11:29:00,user10356,Mumbai,0.79,Subscription,Delivery,3,101,Escalated,terrible experience very disappointed,terrible experience disappointed
Excellent support team.,Positive,TripAdvisor,2023-07-26 08:57:00,user10360,Singapore,0.84,Product B,Refund,4,36,Resolved,excellent support team,excellent support team
Customer support never replied.,Negative,Email,2023-07-25 15:01:00,user10361,Singapore,0.81,Product A,Delivery,1,17,Pending,customer support never replied,customer support never replied
Everything worked perfectly.,Positive,Email,2023-07-25 20:26:00,user10362,Paris,0.72,Product A,Website Experience,1,54,Resolved,everything worked perfectly,everything worked perfectly
Service quality was consistent.,Neutral,Twitter,2023-09-15 06:03:00,user10363,Toronto,0.76,Premium Plan,Usability,2,130,Resolved,service quality was consistent,service quality consistent
"It was okay, nothing special.",Neutral,Amazon Reviews,2023-09-24 17:03:00,user10364,Dubai,0.81,Subscription,Refund,5,149,Resolved,it was okay nothing special,okay nothing special
Slow response from team.,Negative,Email,2023-09-02 21:38:00,user10365,Toronto,0.91,Website,Customer Support,2,23,Escalated,slow response from team,slow response team
Received wrong item.,Negative,Amazon Reviews,2023-07-04 02:21:00,user10366,Dubai,0.81,Website,Website Experience,2,96,Resolved,received wrong item,received wrong item
"Met expectations, no issues.",Neutral,Email,2023-09-18 19:43:00,user10368,Sydney,0.7,Customer Portal,Technical,3,15,Resolved,met expectations no issues,met expectation issue
Great quality and quick delivery.,Positive,IMDb,2023-08-20 04:02:00,user10370,Dubai,0.92,Gift Card,Refund,3,94,Escalated,great quality and quick delivery,great quality quick delivery
"Met expectations, no issues.",Neutral,Amazon Reviews,2023-07-27 06:28:00,user10371,Toronto,0.94,Premium Plan,Refund,3,10,Resolved,met expectations no issues,met expectation issue
Customer support never replied.,Negative,Yelp,2023-07-25 00:25:00,user10372,Dubai,0.92,Mobile App,Customer Support,3,145,Resolved,customer support never replied,customer support never replied
Chatbot was useless and unhelpful.,Negative,ChatSupport,2023-06-08 08:43:00,user10373,New York,0.92,Product B,Customer Support,1,161,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
Response time could be better.,Neutral,TripAdvisor,2023-06-25 10:11:00,user10374,Paris,0.72,Product B,Billing,5,133,Resolved,response time could be better,response time could better
"It was okay, nothing special.",Neutral,Spotify,2023-08-30 19:54:00,user10375,Dubai,0.72,Website,Website Experience,5,149,Resolved,it was okay nothing special,okay nothing special
I will definitely recommend this to friends.,Positive,Yelp,2023-08-17 02:21:00,user10377,London,0.92,Premium Plan,Billing,4,159,Pending,i will definitely recommend this to friends,definitely recommend friend
Fast and friendly communication.,Positive,TripAdvisor,2023-08-24 15:09:00,user10379,Mumbai,0.9,Mobile App,Customer Support,1,132,Pending,fast and friendly communication,fast friendly communication
Customer support never replied.,Negative,Yelp,2023-06-06 19:21:00,user10381,Dubai,0.79,Delivery Service,Usability,2,62,Resolved,customer support never replied,customer support never replied
Customer care was top-notch.,Positive,Twitter,2023-08-09 13:36:00,user10382,Toronto,0.82,Website,Product Quality,3,92,Pending,customer care was top notch,customer care top notch
"Terrible experience, very disappointed.",Negative,Yelp,2023-08-18 11:19:00,user10383,Los Angeles,0.74,Premium Plan,Website Experience,1,171,Resolved,terrible experience very disappointed,terrible experience disappointed
Service quality was consistent.,Neutral,ChatSupport,2023-07-12 14:12:00,user10385,Paris,0.81,Subscription,Refund,2,46,Pending,service quality was consistent,service quality consistent
Fast and friendly communication.,Positive,Twitter,2023-09-15 12:06:00,user10387,Los Angeles,0.77,Mobile App,Usability,2,105,Resolved,fast and friendly communication,fast friendly communication
Slow response from team.,Negative,Twitter,2023-09-06 00:48:00,user10388,Sydney,0.93,Premium Plan,Website Experience,3,149,Resolved,slow response from team,slow response team
Great quality and quick delivery.,Positive,IMDb,2023-07-12 00:18:00,user10389,Los Angeles,0.71,Product B,Customer Support,1,22,Resolved,great quality and quick delivery,great quality quick delivery
User experience is fantastic.,Positive,Yelp,2023-07-31 05:01:00,user10390,Paris,0.7,Delivery Service,Product Quality,4,162,Resolved,user experience is fantastic,user experience fantastic
User experience is fantastic.,Positive,Yelp,2023-06-07 09:36:00,user10391,Toronto,0.75,Gift Card,Technical,2,6,Resolved,user experience is fantastic,user experience fantastic
Service quality was consistent.,Neutral,IMDb,2023-08-03 11:42:00,user10392,Mumbai,0.91,Product A,Delivery,5,104,Resolved,service quality was consistent,service quality consistent
Customer care was top-notch.,Positive,Twitter,2023-08-14 10:32:00,user10393,Mumbai,0.91,Delivery Service,Billing,4,110,Pending,customer care was top notch,customer care top notch
Response time could be better.,Neutral,IMDb,2023-07-09 14:02:00,user10394,London,0.85,Premium Plan,Refund,2,52,Escalated,response time could be better,response time could better
Everything worked perfectly.,Positive,Amazon Reviews,2023-07-22 18:57:00,user10395,New York,0.85,Delivery Service,Website Experience,5,174,Resolved,everything worked perfectly,everything worked perfectly
I will definitely recommend this to friends.,Positive,Twitter,2023-09-26 19:56:00,user10396,Berlin,0.82,Delivery Service,Website Experience,2,86,Resolved,i will definitely recommend this to friends,definitely recommend friend
Customer care was top-notch.,Positive,IMDb,2023-09-26 11:54:00,user10397,Mumbai,0.72,Gift Card,Delivery,4,46,Escalated,customer care was top notch,customer care top notch
Product arrived damaged.,Negative,ChatSupport,2023-06-23 16:49:00,user10399,Mumbai,0.93,Product A,Delivery,1,152,Resolved,product arrived damaged,product arrived damaged
Service quality was consistent.,Neutral,Amazon Reviews,2023-08-24 12:36:00,user10400,New York,0.81,Subscription,Usability,4,54,Resolved,service quality was consistent,service quality consistent
Everything worked perfectly.,Positive,Email,2023-09-14 06:10:00,user10401,New York,0.7,Gift Card,Refund,2,19,Resolved,everything worked perfectly,everything worked perfectly
I will definitely recommend this to friends.,Positive,Amazon Reviews,2023-09-19 19:07:00,user10402,Toronto,0.78,Gift Card,Customer Support,4,66,Resolved,i will definitely recommend this to friends,definitely recommend friend
I will definitely recommend this to friends.,Positive,Amazon Reviews,2023-06-25 21:29:00,user10406,Sydney,0.77,Mobile App,Refund,3,179,Resolved,i will definitely recommend this to friends,definitely recommend friend
Received wrong item.,Negative,Amazon Reviews,2023-06-27 02:57:00,user10408,Dubai,0.89,Delivery Service,Refund,5,66,Escalated,received wrong item,received wrong item
"It was okay, nothing special.",Neutral,Yelp,2023-07-08 13:49:00,user10410,London,0.82,Website,Billing,2,149,Resolved,it was okay nothing special,okay nothing special
Delivery took too long.,Negative,Amazon Reviews,2023-09-11 21:45:00,user10411,Toronto,0.73,Mobile App,Delivery,2,77,Resolved,delivery took too long,delivery took long
I will definitely recommend this to friends.,Positive,Spotify,2023-07-04 02:11:00,user10412,Dubai,0.93,Gift Card,Refund,5,168,Resolved,i will definitely recommend this to friends,definitely recommend friend
Service quality was consistent.,Neutral,Spotify,2023-07-25 03:51:00,user10414,Sydney,0.87,Website,Customer Support,5,10,Resolved,service quality was consistent,service quality consistent
I will definitely recommend this to friends.,Positive,Yelp,2023-08-01 22:06:00,user10415,Paris,0.91,Gift Card,Usability,2,153,Resolved,i will definitely recommend this to friends,definitely recommend friend
Customer care was top-notch.,Positive,Website Testimonial,2023-08-15 06:13:00,user10416,Mumbai,0.88,Mobile App,Billing,3,131,Resolved,customer care was top notch,customer care top notch
"It was okay, nothing special.",Neutral,Twitter,2023-08-01 18:45:00,user10417,Berlin,0.89,Product B,Refund,2,64,Resolved,it was okay nothing special,okay nothing special
User experience is fantastic.,Positive,Twitter,2023-07-06 05:51:00,user10418,New York,0.83,Product A,Customer Support,4,156,Resolved,user experience is fantastic,user experience fantastic
Fast and friendly communication.,Positive,ChatSupport,2023-08-13 08:11:00,user10419,Los Angeles,0.92,Customer Portal,Billing,4,36,Resolved,fast and friendly communication,fast friendly communication
Slow response from team.,Negative,Email,2023-08-17 21:22:00,user10422,Mumbai,0.76,Customer Portal,Refund,2,35,Resolved,slow response from team,slow response team
Great quality and quick delivery.,Positive,Email,2023-07-23 12:07:00,user10424,Mumbai,0.86,Gift Card,Technical,3,124,Resolved,great quality and quick delivery,great quality quick delivery
User experience is fantastic.,Positive,Email,2023-08-02 08:29:00,user10425,Paris,0.77,Mobile App,Refund,3,137,Resolved,user experience is fantastic,user experience fantastic
"Terrible experience, very disappointed.",Negative,Yelp,2023-06-06 17:09:00,user10428,Paris,0.74,Product A,Delivery,3,53,Resolved,terrible experience very disappointed,terrible experience disappointed
Delivery took too long.,Negative,Twitter,2023-09-18 18:25:00,user10429,Dubai,0.85,Product B,Customer Support,5,14,Resolved,delivery took too long,delivery took long
Delivery took too long.,Negative,Website Testimonial,2023-06-27 04:41:00,user10430,Paris,0.93,Gift Card,Website Experience,2,88,Resolved,delivery took too long,delivery took long
User experience is fantastic.,Positive,Website Testimonial,2023-08-21 05:35:00,user10432,Singapore,0.71,Subscription,Billing,5,45,Pending,user experience is fantastic,user experience fantastic
"It was okay, nothing special.",Neutral,Twitter,2023-09-22 15:22:00,user10435,New York,0.84,Delivery Service,Billing,1,54,Resolved,it was okay nothing special,okay nothing special
User experience is fantastic.,Positive,Yelp,2023-09-28 11:56:00,user10436,Toronto,0.86,Gift Card,Billing,1,20,Resolved,user experience is fantastic,user experience fantastic
Customer support never replied.,Negative,Email,2023-06-13 20:52:00,user10437,Toronto,0.7,Website,Website Experience,5,126,Resolved,customer support never replied,customer support never replied
Website kept crashing.,Negative,Email,2023-09-17 19:41:00,user10438,Toronto,0.91,Gift Card,Usability,5,124,Resolved,website kept crashing,website kept crashing
Fast and friendly communication.,Positive,Email,2023-08-23 02:47:00,user10439,Toronto,0.89,Gift Card,Billing,5,150,Resolved,fast and friendly communication,fast friendly communication
Received wrong item.,Negative,Website Testimonial,2023-06-29 19:29:00,user10441,Berlin,0.81,Mobile App,Refund,5,31,Pending,received wrong item,received wrong item
Customer support never replied.,Negative,Email,2023-08-16 04:54:00,user10443,Sydney,0.75,Mobile App,Technical,4,22,Resolved,customer support never replied,customer support never replied
Everything worked perfectly.,Positive,Yelp,2023-06-18 16:45:00,user10444,London,0.88,Premium Plan,Usability,3,70,Escalated,everything worked perfectly,everything worked perfectly
Product quality is acceptable.,Neutral,IMDb,2023-06-13 13:48:00,user10445,Paris,0.88,Website,Usability,5,148,Resolved,product quality is acceptable,product quality acceptable
Response time could be better.,Neutral,Amazon Reviews,2023-06-01 10:53:00,user10447,Berlin,0.83,Website,Product Quality,5,62,Resolved,response time could be better,response time could better
Chat was fine but not great.,Neutral,Twitter,2023-07-02 11:37:00,user10449,London,0.86,Mobile App,Product Quality,4,81,Resolved,chat was fine but not great,chat fine great
Product quality is acceptable.,Neutral,Twitter,2023-08-30 15:41:00,user10450,Paris,0.79,Gift Card,Usability,1,31,Resolved,product quality is acceptable,product quality acceptable
I will definitely recommend this to friends.,Positive,Yelp,2023-07-12 10:51:00,user10452,London,0.73,Website,Delivery,1,104,Resolved,i will definitely recommend this to friends,definitely recommend friend
User experience is fantastic.,Positive,TripAdvisor,2023-06-09 22:45:00,user10453,Singapore,0.79,Mobile App,Billing,4,65,Resolved,user experience is fantastic,user experience fantastic
Customer support never replied.,Negative,Spotify,2023-08-30 07:54:00,user10455,Toronto,0.94,Product B,Refund,1,22,Resolved,customer support never replied,customer support never replied
"Terrible experience, very disappointed.",Negative,Twitter,2023-09-17 17:14:00,user10456,Toronto,0.81,Subscription,Technical,1,96,Pending,terrible experience very disappointed,terrible experience disappointed
Chat was fine but not great.,Neutral,ChatSupport,2023-08-13 14:27:00,user10457,Paris,0.73,Premium Plan,Technical,4,125,Resolved,chat was fine but not great,chat fine great
Service quality was consistent.,Neutral,Spotify,2023-09-12 06:08:00,user10458,Singapore,0.89,Product B,Billing,2,19,Resolved,service quality was consistent,service quality consistent
Product quality is acceptable.,Neutral,Email,2023-07-26 03:14:00,user10460,New York,0.91,Premium Plan,Product Quality,2,125,Escalated,product quality is acceptable,product quality acceptable
Everything worked perfectly.,Positive,Email,2023-07-24 10:21:00,user10461,Sydney,0.87,Mobile App,Usability,5,119,Escalated,everything worked perfectly,everything worked perfectly
Customer care was top-notch.,Positive,Amazon Reviews,2023-06-10 19:07:00,user10462,London,0.74,Product A,Delivery,5,130,Escalated,customer care was top notch,customer care top notch
"Met expectations, no issues.",Neutral,Email,2023-08-26 18:20:00,user10463,Paris,0.87,Delivery Service,Customer Support,1,178,Resolved,met expectations no issues,met expectation issue
Received wrong item.,Negative,ChatSupport,2023-08-18 09:14:00,user10464,Mumbai,0.93,Premium Plan,Billing,5,179,Resolved,received wrong item,received wrong item
User experience is fantastic.,Positive,Amazon Reviews,2023-06-10 22:39:00,user10465,Los Angeles,0.7,Product B,Delivery,5,142,Resolved,user experience is fantastic,user experience fantastic
Website kept crashing.,Negative,Amazon Reviews,2023-07-15 14:03:00,user10468,Berlin,0.81,Customer Portal,Refund,5,97,Resolved,website kept crashing,website kept crashing
"Met expectations, no issues.",Neutral,ChatSupport,2023-09-28 13:27:00,user10469,Berlin,0.89,Customer Portal,Customer Support,4,107,Resolved,met expectations no issues,met expectation issue
Product quality is acceptable.,Neutral,TripAdvisor,2023-08-10 08:03:00,user10470,Toronto,0.93,Product A,Product Quality,4,90,Resolved,product quality is acceptable,product quality acceptable
Delivery took too long.,Negative,IMDb,2023-07-23 12:31:00,user10471,Mumbai,0.84,Delivery Service,Usability,4,83,Escalated,delivery took too long,delivery took long
Slow response from team.,Negative,IMDb,2023-07-11 21:39:00,user10472,Paris,0.85,Gift Card,Usability,5,18,Resolved,slow response from team,slow response team
Website kept crashing.,Negative,Twitter,2023-07-09 17:51:00,user10473,Sydney,0.74,Product B,Billing,3,89,Resolved,website kept crashing,website kept crashing
Great quality and quick delivery.,Positive,TripAdvisor,2023-07-20 18:56:00,user10475,Singapore,0.94,Product A,Billing,5,90,Resolved,great quality and quick delivery,great quality quick delivery
"Terrible experience, very disappointed.",Negative,Yelp,2023-06-05 01:30:00,user10476,Sydney,0.81,Subscription,Product Quality,3,165,Resolved,terrible experience very disappointed,terrible experience disappointed
User experience is fantastic.,Positive,IMDb,2023-08-27 08:47:00,user10477,Toronto,0.78,Product B,Customer Support,1,156,Pending,user experience is fantastic,user experience fantastic
Chatbot was useless and unhelpful.,Negative,Email,2023-06-15 18:12:00,user10478,Sydney,0.8,Website,Product Quality,5,136,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
"Terrible experience, very disappointed.",Negative,Email,2023-08-24 02:16:00,user10479,Sydney,0.91,Subscription,Website Experience,1,18,Resolved,terrible experience very disappointed,terrible experience disappointed
Neither good nor bad.,Neutral,IMDb,2023-07-31 20:01:00,user10480,Berlin,0.93,Customer Portal,Usability,3,135,Resolved,neither good nor bad,neither good bad
"Met expectations, no issues.",Neutral,Website Testimonial,2023-09-22 06:20:00,user10481,Mumbai,0.91,Product A,Delivery,1,44,Resolved,met expectations no issues,met expectation issue
Slow response from team.,Negative,Amazon Reviews,2023-07-14 00:31:00,user10482,Singapore,0.82,Website,Billing,5,156,Resolved,slow response from team,slow response team
Received wrong item.,Negative,ChatSupport,2023-08-14 02:40:00,user10483,Singapore,0.71,Premium Plan,Delivery,1,166,Resolved,received wrong item,received wrong item
Chatbot was useless and unhelpful.,Negative,Amazon Reviews,2023-07-19 12:35:00,user10484,Mumbai,0.81,Customer Portal,Product Quality,2,140,Pending,chatbot was useless and unhelpful,chatbot useless unhelpful
I will definitely recommend this to friends.,Positive,Email,2023-08-07 03:42:00,user10485,London,0.79,Premium Plan,Refund,4,91,Resolved,i will definitely recommend this to friends,definitely recommend friend
Product arrived damaged.,Negative,Email,2023-07-07 07:07:00,user10486,London,0.7,Product B,Delivery,3,117,Resolved,product arrived damaged,product arrived damaged
Product quality is acceptable.,Neutral,Yelp,2023-07-14 01:10:00,user10487,London,0.9,Mobile App,Delivery,2,130,Resolved,product quality is acceptable,product quality acceptable
I will definitely recommend this to friends.,Positive,IMDb,2023-07-25 00:36:00,user10488,Mumbai,0.9,Product A,Technical,5,64,Resolved,i will definitely recommend this to friends,definitely recommend friend
Great quality and quick delivery.,Positive,Amazon Reviews,2023-07-12 22:23:00,user10490,London,0.89,Delivery Service,Billing,5,40,Resolved,great quality and quick delivery,great quality quick delivery
Excellent support team.,Positive,ChatSupport,2023-07-11 06:19:00,user10491,Paris,0.85,Delivery Service,Delivery,2,172,Escalated,excellent support team,excellent support team
Response time could be better.,Neutral,TripAdvisor,2023-09-12 08:06:00,user10492,Paris,0.87,Delivery Service,Usability,1,34,Escalated,response time could be better,response time could better
"Met expectations, no issues.",Neutral,IMDb,2023-06-03 07:07:00,user10494,Los Angeles,0.85,Mobile App,Usability,5,34,Resolved,met expectations no issues,met expectation issue
Excellent support team.,Positive,Website Testimonial,2023-06-08 07:08:00,user10495,New York,0.9,Delivery Service,Refund,5,8,Pending,excellent support team,excellent support team
"Met expectations, no issues.",Neutral,Amazon Reviews,2023-08-16 21:48:00,user10496,Los Angeles,0.71,Delivery Service,Delivery,1,17,Resolved,met expectations no issues,met expectation issue
Fast and friendly communication.,Positive,ChatSupport,2023-07-06 02:26:00,user10498,Toronto,0.78,Gift Card,Delivery,1,26,Resolved,fast and friendly communication,fast friendly communication
Customer support never replied.,Negative,IMDb,2023-09-20 11:50:00,user10499,London,0.81,Gift Card,Technical,3,172,Resolved,customer support never replied,customer support never replied
Service quality was consistent.,Neutral,Yelp,2023-09-08 19:22:00,user10500,Mumbai,0.94,Gift Card,Delivery,3,179,Pending,service quality was consistent,service quality consistent
Response time could be better.,Neutral,Spotify,2023-07-26 02:53:00,user10501,Mumbai,0.9,Product B,Billing,2,48,Resolved,response time could be better,response time could better
Neither good nor bad.,Neutral,Amazon Reviews,2023-08-27 15:07:00,user10502,Sydney,0.85,Subscription,Refund,1,128,Resolved,neither good nor bad,neither good bad
Delivery took too long.,Negative,Spotify,2023-09-06 09:48:00,user10504,Dubai,0.76,Subscription,Website Experience,1,108,Escalated,delivery took too long,delivery took long
Product quality is acceptable.,Neutral,Spotify,2023-07-11 19:37:00,user10505,Los Angeles,0.93,Customer Portal,Delivery,2,130,Pending,product quality is acceptable,product quality acceptable
"Met expectations, no issues.",Neutral,Spotify,2023-07-05 17:25:00,user10507,Mumbai,0.88,Gift Card,Technical,2,70,Resolved,met expectations no issues,met expectation issue
Delivery took too long.,Negative,Spotify,2023-07-19 15:58:00,user10508,Dubai,0.83,Subscription,Delivery,3,40,Resolved,delivery took too long,delivery took long
Slow response from team.,Negative,ChatSupport,2023-06-30 06:02:00,user10510,New York,0.78,Product A,Delivery,4,171,Resolved,slow response from team,slow response team
"It was okay, nothing special.",Neutral,IMDb,2023-06-22 05:03:00,user10512,Los Angeles,0.72,Mobile App,Customer Support,4,91,Resolved,it was okay nothing special,okay nothing special
User experience is fantastic.,Positive,Amazon Reviews,2023-08-30 17:20:00,user10513,Toronto,0.74,Mobile App,Website Experience,5,160,Pending,user experience is fantastic,user experience fantastic
Fast and friendly communication.,Positive,Website Testimonial,2023-08-29 09:55:00,user10514,London,0.95,Gift Card,Customer Support,3,48,Pending,fast and friendly communication,fast friendly communication
Website kept crashing.,Negative,Spotify,2023-06-24 09:03:00,user10515,Toronto,0.82,Mobile App,Billing,2,146,Resolved,website kept crashing,website kept crashing
Product arrived damaged.,Negative,TripAdvisor,2023-08-25 04:53:00,user10516,Dubai,0.79,Customer Portal,Website Experience,4,153,Resolved,product arrived damaged,product arrived damaged
Customer care was top-notch.,Positive,Email,2023-06-13 22:25:00,user10518,New York,0.82,Product B,Customer Support,5,87,Resolved,customer care was top notch,customer care top notch
Website kept crashing.,Negative,Email,2023-07-29 23:28:00,user10519,Singapore,0.86,Subscription,Refund,1,118,Resolved,website kept crashing,website kept crashing
"Met expectations, no issues.",Neutral,Yelp,2023-08-17 22:58:00,user10520,Dubai,0.78,Website,Billing,2,81,Resolved,met expectations no issues,met expectation issue
I will definitely recommend this to friends.,Positive,IMDb,2023-07-05 03:29:00,user10524,London,0.94,Subscription,Product Quality,3,141,Resolved,i will definitely recommend this to friends,definitely recommend friend
I will definitely recommend this to friends.,Positive,Spotify,2023-06-24 11:21:00,user10527,Paris,0.94,Subscription,Refund,3,44,Pending,i will definitely recommend this to friends,definitely recommend friend
Slow response from team.,Negative,IMDb,2023-08-15 16:34:00,user10528,Berlin,0.8,Mobile App,Usability,5,11,Escalated,slow response from team,slow response team
Chat was fine but not great.,Neutral,Yelp,2023-07-19 11:13:00,user10530,Toronto,0.85,Mobile App,Delivery,2,106,Resolved,chat was fine but not great,chat fine great
Customer support never replied.,Negative,Spotify,2023-07-02 01:06:00,user10531,Paris,0.86,Subscription,Refund,4,141,Resolved,customer support never replied,customer support never replied
Neither good nor bad.,Neutral,ChatSupport,2023-08-09 12:28:00,user10533,New York,0.75,Delivery Service,Technical,1,148,Resolved,neither good nor bad,neither good bad
Service quality was consistent.,Neutral,Yelp,2023-06-07 18:20:00,user10534,New York,0.74,Delivery Service,Technical,2,132,Resolved,service quality was consistent,service quality consistent
"Terrible experience, very disappointed.",Negative,Spotify,2023-06-05 08:20:00,user10535,New York,0.91,Product B,Usability,3,72,Resolved,terrible experience very disappointed,terrible experience disappointed
Customer support never replied.,Negative,Spotify,2023-08-21 01:07:00,user10537,Mumbai,0.79,Product B,Technical,2,59,Pending,customer support never replied,customer support never replied
Service quality was consistent.,Neutral,Yelp,2023-06-27 00:09:00,user10538,London,0.79,Delivery Service,Billing,4,118,Resolved,service quality was consistent,service quality consistent
Received wrong item.,Negative,Spotify,2023-07-10 00:28:00,user10539,Sydney,0.74,Premium Plan,Refund,2,74,Resolved,received wrong item,received wrong item
Neither good nor bad.,Neutral,Email,2023-06-08 10:31:00,user10540,Mumbai,0.92,Subscription,Website Experience,1,167,Resolved,neither good nor bad,neither good bad
Chatbot was useless and unhelpful.,Negative,ChatSupport,2023-07-09 22:39:00,user10541,Paris,0.74,Subscription,Refund,5,176,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
User experience is fantastic.,Positive,TripAdvisor,2023-06-12 08:34:00,user10542,Toronto,0.71,Mobile App,Product Quality,1,127,Escalated,user experience is fantastic,user experience fantastic
Customer care was top-notch.,Positive,Amazon Reviews,2023-06-27 08:14:00,user10543,Dubai,0.95,Product B,Billing,1,70,Resolved,customer care was top notch,customer care top notch
Great quality and quick delivery.,Positive,IMDb,2023-08-10 14:04:00,user10544,Los Angeles,0.73,Website,Product Quality,5,116,Escalated,great quality and quick delivery,great quality quick delivery
Slow response from team.,Negative,Website Testimonial,2023-09-07 16:06:00,user10545,London,0.89,Product B,Delivery,1,23,Resolved,slow response from team,slow response team
"Terrible experience, very disappointed.",Negative,Website Testimonial,2023-06-14 07:56:00,user10547,Paris,0.84,Subscription,Website Experience,2,180,Resolved,terrible experience very disappointed,terrible experience disappointed
Response time could be better.,Neutral,Amazon Reviews,2023-08-28 13:05:00,user10548,Los Angeles,0.76,Website,Product Quality,5,59,Resolved,response time could be better,response time could better
Chatbot was useless and unhelpful.,Negative,Email,2023-07-30 11:23:00,user10549,Dubai,0.88,Delivery Service,Customer Support,2,166,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
Neutral feeling about the experience.,Neutral,Email,2023-09-27 08:15:00,user10550,New York,0.85,Customer Portal,Billing,5,85,Resolved,neutral feeling about the experience,neutral feeling experience
"Met expectations, no issues.",Neutral,Amazon Reviews,2023-09-14 12:12:00,user10551,Berlin,0.87,Product A,Technical,4,139,Resolved,met expectations no issues,met expectation issue
Service quality was consistent.,Neutral,Spotify,2023-09-13 16:25:00,user10552,Mumbai,0.91,Customer Portal,Refund,5,49,Resolved,service quality was consistent,service quality consistent
Chatbot was useless and unhelpful.,Negative,Spotify,2023-06-14 09:45:00,user10553,Toronto,0.82,Product B,Usability,5,10,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
Chatbot was useless and unhelpful.,Negative,Website Testimonial,2023-09-15 11:33:00,user10555,Mumbai,0.93,Mobile App,Delivery,4,126,Resolved,chatbot was useless and unhelpful,chatbot useless unhelpful
Received wrong item.,Negative,Website Testimonial,2023-08-10 03:18:00,user10556,New York,0.88,Premium Plan,Billing,4,139,Pending,received wrong item,received wrong item
Service quality was consistent.,Neutral,Twitter,2023-07-20 09:51:00,user10557,Los Angeles,0.71,Delivery Service,Delivery,5,55,Pending,service quality was consistent,service quality consistent
Slow response from team.,Negative,ChatSupport,2023-06-20 07:49:00,user10558,New York,0.92,Mobile App,Customer Support,4,16,Pending,slow response from team,slow response team
Neutral feeling about the experience.,Neutral,TripAdvisor,2023-09-19 21:36:00,user10559,London,0.92,Website,Technical,3,176,Resolved,neutral feeling about the experience,neutral feeling experience
Everything worked perfectly.,Positive,Amazon Reviews,2023-09-25 05:08:00,user10560,Berlin,0.87,Product B,Product Quality,1,149,Resolved,everything worked perfectly,everything worked perfectly
Website kept crashing.,Negative,Spotify,2023-07-10 07:52:00,user10561,Paris,0.76,Premium Plan,Refund,2,150,Resolved,website kept crashing,website kept crashing
Response time could be better.,Neutral,ChatSupport,2023-09-11 23:22:00,user10562,London,0.78,Delivery Service,Website Experience,2,52,Resolved,response time could be better,response time could better
Product quality is acceptable.,Neutral,Amazon Reviews,2023-08-23 00:23:00,user10563,Singapore,0.76,Website,Customer Support,1,119,Resolved,product quality is acceptable,product quality acceptable
Chat was fine but not great.,Neutral,Website Testimonial,2023-08-19 11:16:00,user10565,Berlin,0.73,Gift Card,Technical,4,125,Pending,chat was fine but not great,chat fine great
Slow response from team.,Negative,IMDb,2023-08-12 08:53:00,user10566,Mumbai,0.73,Delivery Service,Technical,1,33,Pending,slow response from team,slow response team
Received wrong item.,Negative,Amazon Reviews,2023-08-26 06:15:00,user10568,Dubai,0.87,Gift Card,Customer Support,5,119,Pending,received wrong item,received wrong item
"Terrible experience, very disappointed.",Negative,Yelp,2023-07-02 17:43:00,user10569,Berlin,0.76,Mobile App,Billing,5,76,Resolved,terrible experience very disappointed,terrible experience disappointed
Product quality is acceptable.,Neutral,Website Testimonial,2023-07-20 10:58:00,user10570,Mumbai,0.87,Product B,Customer Support,3,48,Resolved,product quality is acceptable,product quality acceptable
Delivery took too long.,Negative,Amazon Reviews,2023-08-01 13:14:00,user10571,London,0.79,Mobile App,Usability,2,5,Resolved,delivery took too long,delivery took long
User experience is fantastic.,Positive,IMDb,2023-07-14 17:21:00,user10572,Los Angeles,0.74,Product B,Delivery,1,68,Resolved,user experience is fantastic,user experience fantastic
I will definitely recommend this to friends.,Positive,Spotify,2023-07-22 11:01:00,user10573,New York,0.78,Product B,Product Quality,2,78,Resolved,i will definitely recommend this to friends,definitely recommend friend
Excellent support team.,Positive,ChatSupport,2023-06-19 19:54:00,user10574,Paris,0.82,Product A,Billing,4,163,Resolved,excellent support team,excellent support team
Customer support never replied.,Negative,Email,2023-06-10 06:39:00,user10575,Los Angeles,0.93,Product B,Delivery,1,137,Resolved,customer support never replied,customer support never replied
Customer care was top-notch.,Positive,TripAdvisor,2023-09-21 22:07:00,user10576,Singapore,0.87,Customer Portal,Usability,3,129,Resolved,customer care was top notch,customer care top notch
Delivery took too long.,Negative,Yelp,2023-08-02 08:18:00,user10577,Mumbai,0.93,Product A,Billing,1,61,Resolved,delivery took too long,delivery took long
Received wrong item.,Negative,Website Testimonial,2023-06-13 00:04:00,user10580,London,0.75,Product B,Usability,5,60,Resolved,received wrong item,received wrong item
