Text,Sentiment,Source,Date/Time,User ID,Location,Confidence Score,Product/Service,Category,Rating,Response Time (mins),Resolution Status
"Terrible experience, very disappointed.",Negative,Yelp,2023-08-18 11:19:00,user10383,Los Angeles,0.74,Premium Plan,Website Experience,1,171,Resolved
Instructions were confusing.,Negative,Yelp,2023-09-10 22:27:00,user10384,Los Angeles,0.79,Subscription,Product Quality,4,176,Resolved
Service quality was consistent.,Neutral,ChatSupport,2023-07-12 14:12:00,user10385,Paris,0.81,Subscription,Refund,2,46,Pending
Experience was fair.,Neutral,Amazon Reviews,2023-06-24 07:56:00,user10386,Los Angeles,0.76,Gift Card,Billing,4,20,Resolved
Fast and friendly communication.,Positive,Twitter,2023-09-15 12:06:00,user10387,Los Angeles,0.77,Mobile App,Usability,2,105,Resolved
Slow response from team.,Negative,Twitter,2023-09-06 00:48:00,user10388,Sydney,0.93,Premium Plan,Website Experience,3,149,Resolved
Great quality and quick delivery.,Positive,IMDb,2023-07-12 00:18:00,user10389,Los Angeles,0.71,Product B,Customer Support,1,22,Resolved
User experience is fantastic.,Positive,Yelp,2023-07-31 05:01:00,user10390,Paris,0.7,Delivery Service,Product Quality,4,162,Resolved
User experience is fantastic.,Positive,Yelp,2023-06-07 09:36:00,user10391,Toronto,0.75,Gift Card,Technical,2,6,Resolved
Service quality was consistent.,Neutral,IMDb,2023-08-03 11:42:00,user10392,Mumbai,0.91,Product A,Delivery,5,104,Resolved
Customer care was top-notch.,Positive,Twitter,2023-08-14 10:32:00,user10393,Mumbai,0.91,Delivery Service,Billing,4,110,Pending
Response time could be better.,Neutral,IMDb,2023-07-09 14:02:00,user10394,London,0.85,Premium Plan,Refund,2,52,Escalated
Everything worked perfectly.,Positive,Amazon Reviews,2023-07-22 18:57:00,user10395,New York,0.85,Delivery Service,Website Experience,5,174,Resolved
I will definitely recommend this to friends.,Positive,Twitter,2023-09-26 19:56:00,user10396,Berlin,0.82,Delivery Service,Website Experience,2,86,Resolved
Customer care was top-notch.,Positive,IMDb,2023-09-26 11:54:00,user10397,Mumbai,0.72,Gift Card,Delivery,4,46,Escalated
Amazing service!,Positive,IMDb,2023-09-06 15:18:00,user10398,Berlin,0.79,Gift Card,Billing,5,169,Resolved
Product arrived damaged.,Negative,ChatSupport,2023-06-23 16:49:00,user10399,Mumbai,0.93,Product A,Delivery,1,152,Resolved
Service quality was consistent.,Neutral,Amazon Reviews,2023-08-24 12:36:00,user10400,New York,0.81,Subscription,Usability,4,54,Resolved
Everything worked perfectly.,Positive,Email,2023-09-14 06:10:00,user10401,New York,0.7,Gift Card,Refund,2,19,Resolved
I will definitely recommend this to friends.,Positive,Amazon Reviews,2023-09-19 19:07:00,user10402,Toronto,0.78,Gift Card,Customer Support,4,66,Resolved
Instructions were confusing.,Negative,Website Testimonial,2023-06-26 12:17:00,user10403,Singapore,0.93,Subscription,Billing,3,147,Pending
Loved the product!,Positive,Yelp,2023-07-30 04:55:00,user10404,Toronto,0.93,Subscription,Technical,1,163,Pending
Not worth the money.,Negative,ChatSupport,2023-06-26 14:37:00,user10405,Berlin,0.85,Product B,Refund,4,72,Pending
I will definitely recommend this to friends.,Positive,Amazon Reviews,2023-06-25 21:29:00,user10406,Sydney,0.77,Mobile App,Refund,3,179,Resolved
Very satisfied with the response.,Positive,Website Testimonial,2023-08-30 05:11:00,user10407,Dubai,0.92,Product B,Usability,5,22,Resolved
Received wrong item.,Negative,Amazon Reviews,2023-06-27 02:57:00,user10408,Dubai,0.89,Delivery Service,Refund,5,66,Escalated
Very satisfied with the response.,Positive,TripAdvisor,2023-07-17 18:07:00,user10409,Dubai,0.71,Premium Plan,Customer Support,5,30,Resolved
"It was okay, nothing special.",Neutral,Yelp,2023-07-08 13:49:00,user10410,London,0.82,Website,Billing,2,149,Resolved
Delivery took too long.,Negative,Amazon Reviews,2023-09-11 21:45:00,user10411,Toronto,0.73,Mobile App,Delivery,2,77,Resolved
I will definitely recommend this to friends.,Positive,Spotify,2023-07-04 02:11:00,user10412,Dubai,0.93,Gift Card,Refund,5,168,Resolved
Average performance.,Neutral,Website Testimonial,2023-07-10 01:27:00,user10413,Los Angeles,0.85,Customer Portal,Refund,2,69,Resolved
Service quality was consistent.,Neutral,Spotify,2023-07-25 03:51:00,user10414,Sydney,0.87,Website,Customer Support,5,10,Resolved
I will definitely recommend this to friends.,Positive,Yelp,2023-08-01 22:06:00,user10415,Paris,0.91,Gift Card,Usability,2,153,Resolved
Customer care was top-notch.,Positive,Website Testimonial,2023-08-15 06:13:00,user10416,Mumbai,0.88,Mobile App,Billing,3,131,Resolved
"It was okay, nothing special.",Neutral,Twitter,2023-08-01 18:45:00,user10417,Berlin,0.89,Product B,Refund,2,64,Resolved
User experience is fantastic.,Positive,Twitter,2023-07-06 05:51:00,user10418,New York,0.83,Product A,Customer Support,4,156,Resolved
Fast and friendly communication.,Positive,ChatSupport,2023-08-13 08:11:00,user10419,Los Angeles,0.92,Customer Portal,Billing,4,36,Resolved
Loved the product!,Positive,Spotify,2023-08-23 04:19:00,user10420,Los Angeles,0.72,Gift Card,Billing,2,120,Pending
Amazing service!,Positive,IMDb,2023-06-09 21:51:00,user10421,Mumbai,0.9,Premium Plan,Refund,1,19,Resolved
Slow response from team.,Negative,Email,2023-08-17 21:22:00,user10422,Mumbai,0.76,Customer Portal,Refund,2,35,Resolved
Instructions were confusing.,Negative,Yelp,2023-08-03 17:57:00,user10423,Toronto,0.78,Mobile App,Refund,5,13,Escalated
Great quality and quick delivery.,Positive,Email,2023-07-23 12:07:00,user10424,Mumbai,0.86,Gift Card,Technical,3,124,Resolved
User experience is fantastic.,Positive,Email,2023-08-02 08:29:00,user10425,Paris,0.77,Mobile App,Refund,3,137,Resolved
Not worth the money.,Negative,ChatSupport,2023-07-30 04:41:00,user10426,Singapore,0.87,Subscription,Technical,5,119,Pending
Experience was fair.,Neutral,Yelp,2023-07-02 18:26:00,user10427,New York,0.77,Customer Portal,Usability,4,147,Resolved
"Terrible experience, very disappointed.",Negative,Yelp,2023-06-06 17:09:00,user10428,Paris,0.74,Product A,Delivery,3,53,Resolved
Delivery took too long.,Negative,Twitter,2023-09-18 18:25:00,user10429,Dubai,0.85,Product B,Customer Support,5,14,Resolved
Delivery took too long.,Negative,Website Testimonial,2023-06-27 04:41:00,user10430,Paris,0.93,Gift Card,Website Experience,2,88,Resolved
Amazing service!,Positive,Email,2023-09-07 02:25:00,user10431,Singapore,0.82,Premium Plan,Usability,5,59,Escalated
User experience is fantastic.,Positive,Website Testimonial,2023-08-21 05:35:00,user10432,Singapore,0.71,Subscription,Billing,5,45,Pending
Loved the product!,Positive,Email,2023-08-02 15:52:00,user10433,Toronto,0.83,Delivery Service,Usability,3,132,Resolved
Experience was fair.,Neutral,IMDb,2023-07-14 16:50:00,user10434,Los Angeles,0.83,Customer Portal,Refund,5,39,Escalated
"It was okay, nothing special.",Neutral,Twitter,2023-09-22 15:22:00,user10435,New York,0.84,Delivery Service,Billing,1,54,Resolved
User experience is fantastic.,Positive,Yelp,2023-09-28 11:56:00,user10436,Toronto,0.86,Gift Card,Billing,1,20,Resolved
Customer support never replied.,Negative,Email,2023-06-13 20:52:00,user10437,Toronto,0.7,Website,Website Experience,5,126,Resolved
Website kept crashing.,Negative,Email,2023-09-17 19:41:00,user10438,Toronto,0.91,Gift Card,Usability,5,124,Resolved
Fast and friendly communication.,Positive,Email,2023-08-23 02:47:00,user10439,Toronto,0.89,Gift Card,Billing,5,150,Resolved
Loved the product!,Positive,Website Testimonial,2023-09-22 02:10:00,user10440,Mumbai,0.92,Product B,Product Quality,5,53,Resolved
Received wrong item.,Negative,Website Testimonial,2023-06-29 19:29:00,user10441,Berlin,0.81,Mobile App,Refund,5,31,Pending
Loved the product!,Positive,ChatSupport,2023-08-09 06:42:00,user10442,New York,0.92,Gift Card,Technical,3,107,Resolved
Customer support never replied.,Negative,Email,2023-08-16 04:54:00,user10443,Sydney,0.75,Mobile App,Technical,4,22,Resolved
Everything worked perfectly.,Positive,Yelp,2023-06-18 16:45:00,user10444,London,0.88,Premium Plan,Usability,3,70,Escalated
Product quality is acceptable.,Neutral,IMDb,2023-06-13 13:48:00,user10445,Paris,0.88,Website,Usability,5,148,Resolved
Very satisfied with the response.,Positive,TripAdvisor,2023-06-17 10:04:00,user10446,Dubai,0.74,Premium Plan,Website Experience,3,27,Escalated
Response time could be better.,Neutral,Amazon Reviews,2023-06-01 10:53:00,user10447,Berlin,0.83,Website,Product Quality,5,62,Resolved
Average performance.,Neutral,Email,2023-08-06 05:40:00,user10448,Mumbai,0.73,Website,Website Experience,3,36,Escalated
Chat was fine but not great.,Neutral,Twitter,2023-07-02 11:37:00,user10449,London,0.86,Mobile App,Product Quality,4,81,Resolved
Product quality is acceptable.,Neutral,Twitter,2023-08-30 15:41:00,user10450,Paris,0.79,Gift Card,Usability,1,31,Resolved
Average performance.,Neutral,Yelp,2023-09-05 07:26:00,user10451,Singapore,0.95,Mobile App,Delivery,1,79,Resolved
I will definitely recommend this to friends.,Positive,Yelp,2023-07-12 10:51:00,user10452,London,0.73,Website,Delivery,1,104,Resolved
User experience is fantastic.,Positive,TripAdvisor,2023-06-09 22:45:00,user10453,Singapore,0.79,Mobile App,Billing,4,65,Resolved
Not worth the money.,Negative,Yelp,2023-09-03 07:55:00,user10454,Sydney,0.92,Product A,Refund,2,175,Resolved
Customer support never replied.,Negative,Spotify,2023-08-30 07:54:00,user10455,Toronto,0.94,Product B,Refund,1,22,Resolved
"Terrible experience, very disappointed.",Negative,Twitter,2023-09-17 17:14:00,user10456,Toronto,0.81,Subscription,Technical,1,96,Pending
Chat was fine but not great.,Neutral,ChatSupport,2023-08-13 14:27:00,user10457,Paris,0.73,Premium Plan,Technical,4,125,Resolved
Service quality was consistent.,Neutral,Spotify,2023-09-12 06:08:00,user10458,Singapore,0.89,Product B,Billing,2,19,Resolved
Amazing service!,Positive,ChatSupport,2023-08-04 16:41:00,user10459,London,0.79,Website,Refund,4,20,Resolved
Product quality is acceptable.,Neutral,Email,2023-07-26 03:14:00,user10460,New York,0.91,Premium Plan,Product Quality,2,125,Escalated
Everything worked perfectly.,Positive,Email,2023-07-24 10:21:00,user10461,Sydney,0.87,Mobile App,Usability,5,119,Escalated
Customer care was top-notch.,Positive,Amazon Reviews,2023-06-10 19:07:00,user10462,London,0.74,Product A,Delivery,5,130,Escalated
"Met expectations, no issues.",Neutral,Email,2023-08-26 18:20:00,user10463,Paris,0.87,Delivery Service,Customer Support,1,178,Resolved
Received wrong item.,Negative,ChatSupport,2023-08-18 09:14:00,user10464,Mumbai,0.93,Premium Plan,Billing,5,179,Resolved
User experience is fantastic.,Positive,Amazon Reviews,2023-06-10 22:39:00,user10465,Los Angeles,0.7,Product B,Delivery,5,142,Resolved
Experience was fair.,Neutral,TripAdvisor,2023-08-31 17:22:00,user10466,Mumbai,0.9,Delivery Service,Customer Support,5,174,Resolved
Experience was fair.,Neutral,Spotify,2023-07-04 15:28:00,user10467,Dubai,0.73,Customer Portal,Billing,5,51,Resolved
Website kept crashing.,Negative,Amazon Reviews,2023-07-15 14:03:00,user10468,Berlin,0.81,Customer Portal,Refund,5,97,Resolved
"Met expectations, no issues.",Neutral,ChatSupport,2023-09-28 13:27:00,user10469,Berlin,0.89,Customer Portal,Customer Support,4,107,Resolved
Product quality is acceptable.,Neutral,TripAdvisor,2023-08-10 08:03:00,user10470,Toronto,0.93,Product A,Product Quality,4,90,Resolved
Delivery took too long.,Negative,IMDb,2023-07-23 12:31:00,user10471,Mumbai,0.84,Delivery Service,Usability,4,83,Escalated
Slow response from team.,Negative,IMDb,2023-07-11 21:39:00,user10472,Paris,0.85,Gift Card,Usability,5,18,Resolved
Website kept crashing.,Negative,Twitter,2023-07-09 17:51:00,user10473,Sydney,0.74,Product B,Billing,3,89,Resolved
Experience was fair.,Neutral,Twitter,2023-07-15 06:58:00,user10474,London,0.88,Gift Card,Product Quality,1,128,Resolved
Great quality and quick delivery.,Positive,TripAdvisor,2023-07-20 18:56:00,user10475,Singapore,0.94,Product A,Billing,5,90,Resolved
"Terrible experience, very disappointed.",Negative,Yelp,2023-06-05 01:30:00,user10476,Sydney,0.81,Subscription,Product Quality,3,165,Resolved
User experience is fantastic.,Positive,IMDb,2023-08-27 08:47:00,user10477,Toronto,0.78,Product B,Customer Support,1,156,Pending
Chatbot was useless and unhelpful.,Negative,Email,2023-06-15 18:12:00,user10478,Sydney,0.8,Website,Product Quality,5,136,Resolved
"Terrible experience, very disappointed.",Negative,Email,2023-08-24 02:16:00,user10479,Sydney,0.91,Subscription,Website Experience,1,18,Resolved
Neither good nor bad.,Neutral,IMDb,2023-07-31 20:01:00,user10480,Berlin,0.93,Customer Portal,Usability,3,135,Resolved
"Met expectations, no issues.",Neutral,Website Testimonial,2023-09-22 06:20:00,user10481,Mumbai,0.91,Product A,Delivery,1,44,Resolved
Slow response from team.,Negative,Amazon Reviews,2023-07-14 00:31:00,user10482,Singapore,0.82,Website,Billing,5,156,Resolved
Received wrong item.,Negative,ChatSupport,2023-08-14 02:40:00,user10483,Singapore,0.71,Premium Plan,Delivery,1,166,Resolved
Chatbot was useless and unhelpful.,Negative,Amazon Reviews,2023-07-19 12:35:00,user10484,Mumbai,0.81,Customer Portal,Product Quality,2,140,Pending
I will definitely recommend this to friends.,Positive,Email,2023-08-07 03:42:00,user10485,London,0.79,Premium Plan,Refund,4,91,Resolved
Product arrived damaged.,Negative,Email,2023-07-07 07:07:00,user10486,London,0.7,Product B,Delivery,3,117,Resolved
Product quality is acceptable.,Neutral,Yelp,2023-07-14 01:10:00,user10487,London,0.9,Mobile App,Delivery,2,130,Resolved
I will definitely recommend this to friends.,Positive,IMDb,2023-07-25 00:36:00,user10488,Mumbai,0.9,Product A,Technical,5,64,Resolved
Not worth the money.,Negative,IMDb,2023-06-12 22:44:00,user10489,Berlin,0.81,Mobile App,Refund,3,40,Resolved
Great quality and quick delivery.,Positive,Amazon Reviews,2023-07-12 22:23:00,user10490,London,0.89,Delivery Service,Billing,5,40,Resolved
Excellent support team.,Positive,ChatSupport,2023-07-11 06:19:00,user10491,Paris,0.85,Delivery Service,Delivery,2,172,Escalated
Response time could be better.,Neutral,TripAdvisor,2023-09-12 08:06:00,user10492,Paris,0.87,Delivery Service,Usability,1,34,Escalated
Not worth the money.,Negative,Email,2023-07-12 23:02:00,user10493,London,0.71,Gift Card,Delivery,4,171,Resolved
"Met expectations, no issues.",Neutral,IMDb,2023-06-03 07:07:00,user10494,Los Angeles,0.85,Mobile App,Usability,5,34,Resolved
Excellent support team.,Positive,Website Testimonial,2023-06-08 07:08:00,user10495,New York,0.9,Delivery Service,Refund,5,8,Pending
"Met expectations, no issues.",Neutral,Amazon Reviews,2023-08-16 21:48:00,user10496,Los Angeles,0.71,Delivery Service,Delivery,1,17,Resolved
Not worth the money.,Negative,Yelp,2023-08-24 05:25:00,user10497,Paris,0.76,Mobile App,Technical,1,6,Resolved
Fast and friendly communication.,Positive,ChatSupport,2023-07-06 02:26:00,user10498,Toronto,0.78,Gift Card,Delivery,1,26,Resolved
Customer support never replied.,Negative,IMDb,2023-09-20 11:50:00,user10499,London,0.81,Gift Card,Technical,3,172,Resolved
Service quality was consistent.,Neutral,Yelp,2023-09-08 19:22:00,user10500,Mumbai,0.94,Gift Card,Delivery,3,179,Pending
Response time could be better.,Neutral,Spotify,2023-07-26 02:53:00,user10501,Mumbai,0.9,Product B,Billing,2,48,Resolved
Neither good nor bad.,Neutral,Amazon Reviews,2023-08-27 15:07:00,user10502,Sydney,0.85,Subscription,Refund,1,128,Resolved
Instructions were confusing.,Negative,TripAdvisor,2023-09-26 15:29:00,user10503,Singapore,0.89,Customer Portal,Billing,3,42,Pending
Delivery took too long.,Negative,Spotify,2023-09-06 09:48:00,user10504,Dubai,0.76,Subscription,Website Experience,1,108,Escalated
Product quality is acceptable.,Neutral,Spotify,2023-07-11 19:37:00,user10505,Los Angeles,0.93,Customer Portal,Delivery,2,130,Pending
Not worth the money.,Negative,Email,2023-09-03 22:48:00,user10506,Sydney,0.94,Customer Portal,Website Experience,1,138,Pending
"Met expectations, no issues.",Neutral,Spotify,2023-07-05 17:25:00,user10507,Mumbai,0.88,Gift Card,Technical,2,70,Resolved
Delivery took too long.,Negative,Spotify,2023-07-19 15:58:00,user10508,Dubai,0.83,Subscription,Delivery,3,40,Resolved
Average performance.,Neutral,IMDb,2023-06-15 09:50:00,user10509,London,0.81,Premium Plan,Delivery,2,41,Resolved
Slow response from team.,Negative,ChatSupport,2023-06-30 06:02:00,user10510,New York,0.78,Product A,Delivery,4,171,Resolved
Experience was fair.,Neutral,Amazon Reviews,2023-07-25 11:41:00,user10511,Mumbai,0.83,Product A,Usability,4,150,Escalated
"It was okay, nothing special.",Neutral,IMDb,2023-06-22 05:03:00,user10512,Los Angeles,0.72,Mobile App,Customer Support,4,91,Resolved
User experience is fantastic.,Positive,Amazon Reviews,2023-08-30 17:20:00,user10513,Toronto,0.74,Mobile App,Website Experience,5,160,Pending
Fast and friendly communication.,Positive,Website Testimonial,2023-08-29 09:55:00,user10514,London,0.95,Gift Card,Customer Support,3,48,Pending
Website kept crashing.,Negative,Spotify,2023-06-24 09:03:00,user10515,Toronto,0.82,Mobile App,Billing,2,146,Resolved
Product arrived damaged.,Negative,TripAdvisor,2023-08-25 04:53:00,user10516,Dubai,0.79,Customer Portal,Website Experience,4,153,Resolved
Loved the product!,Positive,Amazon Reviews,2023-07-04 05:56:00,user10517,Los Angeles,0.74,Product B,Usability,1,95,Resolved
Customer care was top-notch.,Positive,Email,2023-06-13 22:25:00,user10518,New York,0.82,Product B,Customer Support,5,87,Resolved
Website kept crashing.,Negative,Email,2023-07-29 23:28:00,user10519,Singapore,0.86,Subscription,Refund,1,118,Resolved
"Met expectations, no issues.",Neutral,Yelp,2023-08-17 22:58:00,user10520,Dubai,0.78,Website,Billing,2,81,Resolved
Very satisfied with the response.,Positive,Twitter,2023-07-17 23:33:00,user10521,Dubai,0.78,Product B,Product Quality,2,91,Resolved
Very satisfied with the response.,Positive,Amazon Reviews,2023-08-04 00:57:00,user10522,Los Angeles,0.83,Subscription,Product Quality,1,122,Resolved
Very satisfied with the response.,Positive,IMDb,2023-06-18 13:10:00,user10523,Los Angeles,0.74,Gift Card,Usability,5,119,Resolved
I will definitely recommend this to friends.,Positive,IMDb,2023-07-05 03:29:00,user10524,London,0.94,Subscription,Product Quality,3,141,Resolved
Amazing service!,Positive,Yelp,2023-08-14 12:20:00,user10525,Paris,0.74,Product B,Technical,5,31,Resolved
Not worth the money.,Negative,Email,2023-08-20 10:26:00,user10526,Paris,0.89,Premium Plan,Billing,3,8,Resolved
I will definitely recommend this to friends.,Positive,Spotify,2023-06-24 11:21:00,user10527,Paris,0.94,Subscription,Refund,3,44,Pending
Slow response from team.,Negative,IMDb,2023-08-15 16:34:00,user10528,Berlin,0.8,Mobile App,Usability,5,11,Escalated
Experience was fair.,Neutral,Twitter,2023-07-26 12:20:00,user10529,Sydney,0.82,Delivery Service,Customer Support,4,85,Resolved
Chat was fine but not great.,Neutral,Yelp,2023-07-19 11:13:00,user10530,Toronto,0.85,Mobile App,Delivery,2,106,Resolved
Customer support never replied.,Negative,Spotify,2023-07-02 01:06:00,user10531,Paris,0.86,Subscription,Refund,4,141,Resolved
Not worth the money.,Negative,ChatSupport,2023-07-15 22:49:00,user10532,Sydney,0.9,Customer Portal,Website Experience,3,120,Resolved
Neither good nor bad.,Neutral,ChatSupport,2023-08-09 12:28:00,user10533,New York,0.75,Delivery Service,Technical,1,148,Resolved
Service quality was consistent.,Neutral,Yelp,2023-06-07 18:20:00,user10534,New York,0.74,Delivery Service,Technical,2,132,Resolved
"Terrible experience, very disappointed.",Negative,Spotify,2023-06-05 08:20:00,user10535,New York,0.91,Product B,Usability,3,72,Resolved
Instructions were confusing.,Negative,Website Testimonial,2023-07-06 06:59:00,user10536,Sydney,0.87,Product B,Usability,2,151,Resolved
Customer support never replied.,Negative,Spotify,2023-08-21 01:07:00,user10537,Mumbai,0.79,Product B,Technical,2,59,Pending
Service quality was consistent.,Neutral,Yelp,2023-06-27 00:09:00,user10538,London,0.79,Delivery Service,Billing,4,118,Resolved
Received wrong item.,Negative,Spotify,2023-07-10 00:28:00,user10539,Sydney,0.74,Premium Plan,Refund,2,74,Resolved
Neither good nor bad.,Neutral,Email,2023-06-08 10:31:00,user10540,Mumbai,0.92,Subscription,Website Experience,1,167,Resolved
Chatbot was useless and unhelpful.,Negative,ChatSupport,2023-07-09 22:39:00,user10541,Paris,0.74,Subscription,Refund,5,176,Resolved
User experience is fantastic.,Positive,TripAdvisor,2023-06-12 08:34:00,user10542,Toronto,0.71,Mobile App,Product Quality,1,127,Escalated
Customer care was top-notch.,Positive,Amazon Reviews,2023-06-27 08:14:00,user10543,Dubai,0.95,Product B,Billing,1,70,Resolved
Great quality and quick delivery.,Positive,IMDb,2023-08-10 14:04:00,user10544,Los Angeles,0.73,Website,Product Quality,5,116,Escalated
Slow response from team.,Negative,Website Testimonial,2023-09-07 16:06:00,user10545,London,0.89,Product B,Delivery,1,23,Resolved
Instructions were confusing.,Negative,TripAdvisor,2023-07-19 20:02:00,user10546,Los Angeles,0.93,Delivery Service,Customer Support,3,148,Resolved
"Terrible experience, very disappointed.",Negative,Website Testimonial,2023-06-14 07:56:00,user10547,Paris,0.84,Subscription,Website Experience,2,180,Resolved
Response time could be better.,Neutral,Amazon Reviews,2023-08-28 13:05:00,user10548,Los Angeles,0.76,Website,Product Quality,5,59,Resolved
Chatbot was useless and unhelpful.,Negative,Email,2023-07-30 11:23:00,user10549,Dubai,0.88,Delivery Service,Customer Support,2,166,Resolved
Neutral feeling about the experience.,Neutral,Email,2023-09-27 08:15:00,user10550,New York,0.85,Customer Portal,Billing,5,85,Resolved
"Met expectations, no issues.",Neutral,Amazon Reviews,2023-09-14 12:12:00,user10551,Berlin,0.87,Product A,Technical,4,139,Resolved
Service quality was consistent.,Neutral,Spotify,2023-09-13 16:25:00,user10552,Mumbai,0.91,Customer Portal,Refund,5,49,Resolved
Chatbot was useless and unhelpful.,Negative,Spotify,2023-06-14 09:45:00,user10553,Toronto,0.82,Product B,Usability,5,10,Resolved
Instructions were confusing.,Negative,Yelp,2023-09-05 08:37:00,user10554,Mumbai,0.75,Subscription,Refund,4,5,Resolved
Chatbot was useless and unhelpful.,Negative,Website Testimonial,2023-09-15 11:33:00,user10555,Mumbai,0.93,Mobile App,Delivery,4,126,Resolved
Received wrong item.,Negative,Website Testimonial,2023-08-10 03:18:00,user10556,New York,0.88,Premium Plan,Billing,4,139,Pending
Service quality was consistent.,Neutral,Twitter,2023-07-20 09:51:00,user10557,Los Angeles,0.71,Delivery Service,Delivery,5,55,Pending
Slow response from team.,Negative,ChatSupport,2023-06-20 07:49:00,user10558,New York,0.92,Mobile App,Customer Support,4,16,Pending
Neutral feeling about the experience.,Neutral,TripAdvisor,2023-09-19 21:36:00,user10559,London,0.92,Website,Technical,3,176,Resolved
Everything worked perfectly.,Positive,Amazon Reviews,2023-09-25 05:08:00,user10560,Berlin,0.87,Product B,Product Quality,1,149,Resolved
Website kept crashing.,Negative,Spotify,2023-07-10 07:52:00,user10561,Paris,0.76,Premium Plan,Refund,2,150,Resolved
Response time could be better.,Neutral,ChatSupport,2023-09-11 23:22:00,user10562,London,0.78,Delivery Service,Website Experience,2,52,Resolved
Product quality is acceptable.,Neutral,Amazon Reviews,2023-08-23 00:23:00,user10563,Singapore,0.76,Website,Customer Support,1,119,Resolved
Loved the product!,Positive,ChatSupport,2023-07-23 20:36:00,user10564,Paris,0.84,Website,Product Quality,2,175,Pending
Chat was fine but not great.,Neutral,Website Testimonial,2023-08-19 11:16:00,user10565,Berlin,0.73,Gift Card,Technical,4,125,Pending
Slow response from team.,Negative,IMDb,2023-08-12 08:53:00,user10566,Mumbai,0.73,Delivery Service,Technical,1,33,Pending
Very satisfied with the response.,Positive,Amazon Reviews,2023-07-16 20:07:00,user10567,Singapore,0.94,Premium Plan,Refund,5,61,Resolved
Received wrong item.,Negative,Amazon Reviews,2023-08-26 06:15:00,user10568,Dubai,0.87,Gift Card,Customer Support,5,119,Pending
"Terrible experience, very disappointed.",Negative,Yelp,2023-07-02 17:43:00,user10569,Berlin,0.76,Mobile App,Billing,5,76,Resolved
Product quality is acceptable.,Neutral,Website Testimonial,2023-07-20 10:58:00,user10570,Mumbai,0.87,Product B,Customer Support,3,48,Resolved
Delivery took too long.,Negative,Amazon Reviews,2023-08-01 13:14:00,user10571,London,0.79,Mobile App,Usability,2,5,Resolved
User experience is fantastic.,Positive,IMDb,2023-07-14 17:21:00,user10572,Los Angeles,0.74,Product B,Delivery,1,68,Resolved
I will definitely recommend this to friends.,Positive,Spotify,2023-07-22 11:01:00,user10573,New York,0.78,Product B,Product Quality,2,78,Resolved
Excellent support team.,Positive,ChatSupport,2023-06-19 19:54:00,user10574,Paris,0.82,Product A,Billing,4,163,Resolved
Customer support never replied.,Negative,Email,2023-06-10 06:39:00,user10575,Los Angeles,0.93,Product B,Delivery,1,137,Resolved
Customer care was top-notch.,Positive,TripAdvisor,2023-09-21 22:07:00,user10576,Singapore,0.87,Customer Portal,Usability,3,129,Resolved
Delivery took too long.,Negative,Yelp,2023-08-02 08:18:00,user10577,Mumbai,0.93,Product A,Billing,1,61,Resolved
Loved the product!,Positive,Website Testimonial,2023-07-10 01:21:00,user10578,Berlin,0.7,Delivery Service,Technical,1,26,Resolved
Very satisfied with the response.,Positive,TripAdvisor,2023-07-16 15:59:00,user10579,Mumbai,0.77,Delivery Service,Billing,3,9,Resolved
Received wrong item.,Negative,Website Testimonial,2023-06-13 00:04:00,user10580,London,0.75,Product B,Usability,5,60,Resolved
Chat was fine but not great.,Neutral,ChatSupport,2023-07-20 01:59:00,user10581,Dubai,0.9,Product B,Customer Support,4,143,Escalated
User experience is fantastic.,Positive,IMDb,2023-09-13 16:14:00,user10582,Toronto,0.72,Product A,Technical,5,39,Pending
Very satisfied with the response.,Positive,Spotify,2023-08-16 03:56:00,user10583,Dubai,0.7,Customer Portal,Product Quality,5,112,Escalated
Not worth the money.,Negative,Spotify,2023-07-30 08:00:00,user10584,Berlin,0.94,Subscription,Usability,1,40,Pending
"Terrible experience, very disappointed.",Negative,TripAdvisor,2023-09-05 12:24:00,user10585,Singapore,0.95,Customer Portal,Technical,5,52,Resolved
"Met expectations, no issues.",Neutral,Email,2023-06-12 08:26:00,user10586,Berlin,0.93,Customer Portal,Billing,5,18,Resolved
Slow response from team.,Negative,Email,2023-08-08 05:53:00,user10587,Singapore,0.86,Website,Refund,5,50,Resolved
Great quality and quick delivery.,Positive,Yelp,2023-07-29 05:27:00,user10588,New York,0.82,Mobile App,Usability,1,79,Resolved
Service quality was consistent.,Neutral,Spotify,2023-09-24 15:33:00,user10589,Toronto,0.92,Mobile App,Delivery,1,166,Pending
Product quality is acceptable.,Neutral,Yelp,2023-09-28 04:31:00,user10590,Sydney,0.88,Product A,Usability,4,23,Resolved
Fast and friendly communication.,Positive,Website Testimonial,2023-09-07 00:05:00,user10591,Toronto,0.87,Premium Plan,Website Experience,5,94,Escalated
Instructions were confusing.,Negative,Amazon Reviews,2023-07-22 17:25:00,user10592,Los Angeles,0.77,Customer Portal,Delivery,5,82,Escalated
Loved the product!,Positive,Spotify,2023-07-03 08:08:00,user10593,Dubai,0.78,Gift Card,Website Experience,3,177,Resolved
Everything worked perfectly.,Positive,Website Testimonial,2023-09-12 10:20:00,user10594,London,0.82,Product B,Usability,4,130,Resolved
Customer support never replied.,Negative,Email,2023-08-07 17:16:00,user10595,Dubai,0.84,Mobile App,Delivery,1,80,Resolved
